n, t
200, 0.0024051666259765625
10200, 0.26876187324523926
20200, 0.651137113571167
30200, 1.235671043395996
40200, 2.019562005996704
50200, 3.0660159587860107
60200, 4.337788105010986
70200, 5.630437850952148
80200, 7.830440044403076
90200, 8.692182064056396
100200, 11.208195209503174
110200, 13.141641855239868
120200, 14.332770109176636
130200, 16.748085975646973
140200, 20.438674211502075
150200, 25.33892297744751
160200, 27.119867086410522
