n, t, len
40701, 0.007812738418579102, 1
40801, 0.009508132934570312, 1
40901, 0.006474018096923828, 1
41001, 0.006578207015991211, 1
41101, 0.0064849853515625, 1
41201, 0.008098840713500977, 1
41301, 0.008045196533203125, 1
41401, 0.00611567497253418, 1
41501, 0.009515047073364258, 1
41601, 0.006501913070678711, 1
41701, 0.006433963775634766, 1
41801, 0.00800180435180664, 1
41901, 0.006520748138427734, 1
42001, 0.007964134216308594, 1
42101, 0.0063779354095458984, 1
42201, 0.009862899780273438, 1
42301, 0.006701231002807617, 1
42401, 0.007214784622192383, 1
42501, 0.007509946823120117, 1
42601, 0.008436918258666992, 1
42701, 0.006255149841308594, 1
42801, 0.00944375991821289, 1
42901, 0.006578922271728516, 1
43001, 0.006424903869628906, 1
43101, 0.008043050765991211, 1
43201, 0.006651878356933594, 1
43301, 0.008085966110229492, 1
43401, 0.0061550140380859375, 1
43501, 0.009576082229614258, 1
43601, 0.0065310001373291016, 1
43701, 0.0064280033111572266, 1
43801, 0.008150100708007812, 1
43901, 0.00865936279296875, 1
44001, 0.006238222122192383, 1
44101, 0.00623631477355957, 1
44201, 0.009607791900634766, 1
44301, 0.006361246109008789, 1
44401, 0.008090019226074219, 1
44501, 0.0069959163665771484, 1
44601, 0.011595010757446289, 1
44701, 0.006580352783203125, 1
44801, 0.006345987319946289, 1
44901, 0.006412029266357422, 1
45001, 0.006796121597290039, 1
45101, 0.007822751998901367, 1
45201, 0.008050918579101562, 1
45301, 0.009770870208740234, 1
45401, 0.006401777267456055, 1
45501, 0.006415843963623047, 1
45601, 0.006475925445556641, 1
45701, 0.007944107055664062, 1
45801, 0.006597757339477539, 1
45901, 0.007973194122314453, 1
46001, 0.009851932525634766, 1
46101, 0.006478071212768555, 1
46201, 0.006524085998535156, 1
46301, 0.006487846374511719, 1
46401, 0.007867813110351562, 1
46501, 0.007613182067871094, 1
46601, 0.006356954574584961, 1
46701, 0.009344100952148438, 1
46801, 0.006402015686035156, 1
46901, 0.006568193435668945, 1
47001, 0.007366180419921875, 1
47101, 0.006780385971069336, 1
47201, 0.007877111434936523, 1
47301, 0.008352041244506836, 1
47401, 0.0076410770416259766, 1
47501, 0.00670313835144043, 1
47601, 0.007033824920654297, 1
47701, 0.008126020431518555, 1
47801, 0.009171247482299805, 1
47901, 0.006493091583251953, 1
48001, 0.010042190551757812, 1
48101, 0.006575107574462891, 1
48201, 0.006515979766845703, 1
48301, 0.007747173309326172, 1
48401, 0.0068511962890625, 1
48501, 0.007560014724731445, 1
48601, 0.00922703742980957, 1
48701, 0.008218050003051758, 1
48801, 0.008266925811767578, 1
48901, 0.00920414924621582, 1
49001, 0.009144067764282227, 1
49101, 0.008822202682495117, 1
49201, 0.010303974151611328, 1
49301, 0.010822057723999023, 1
49401, 0.007079124450683594, 1
49501, 0.007086038589477539, 1
49601, 0.006371974945068359, 1
49701, 0.006289005279541016, 1
49801, 0.007866859436035156, 1
49901, 0.006282806396484375, 1
50001, 0.008562088012695312, 1
50101, 0.0067901611328125, 1
50201, 0.0153961181640625, 1
50301, 0.006746053695678711, 1
50401, 0.008109092712402344, 1
50501, 0.0068759918212890625, 1
50601, 0.007974863052368164, 1
50701, 0.007554054260253906, 1
50801, 0.008141040802001953, 1
50901, 0.006246089935302734, 1
51001, 0.006195783615112305, 1
51101, 0.009884834289550781, 1
51201, 0.006564140319824219, 1
51301, 0.007941246032714844, 1
51401, 0.006783246994018555, 1
51501, 0.007790088653564453, 1
51601, 0.006227016448974609, 1
51701, 0.00914907455444336, 1
51801, 0.006736040115356445, 1
51901, 0.0070841312408447266, 1
52001, 0.007355928421020508, 1
52101, 0.008432149887084961, 1
52201, 0.009490013122558594, 1
52301, 0.006496906280517578, 1
52401, 0.006506919860839844, 1
52501, 0.006515026092529297, 1
52601, 0.007734060287475586, 1
52701, 0.006478786468505859, 1
52801, 0.011094093322753906, 1
52901, 0.006281137466430664, 1
53001, 0.00645899772644043, 1
53101, 0.006795167922973633, 1
53201, 0.007666826248168945, 1
53301, 0.007703065872192383, 1
53401, 0.008514642715454102, 1
53501, 0.00927281379699707, 1
53601, 0.0067958831787109375, 1
53701, 0.006766796112060547, 1
53801, 0.0066471099853515625, 1
53901, 0.008398056030273438, 1
54001, 0.007030010223388672, 1
54101, 0.011198997497558594, 1
54201, 0.006418943405151367, 1
54301, 0.006539821624755859, 1
54401, 0.007751941680908203, 1
54501, 0.007318019866943359, 1
54601, 0.007164716720581055, 1
54701, 0.008243083953857422, 1
54801, 0.00967097282409668, 1
54901, 0.006536245346069336, 1
55001, 0.006384849548339844, 1
55101, 0.006531715393066406, 1
55201, 0.00769805908203125, 1
55301, 0.006496906280517578, 1
55401, 0.009066104888916016, 1
55501, 0.008402109146118164, 1
55601, 0.00654911994934082, 1
55701, 0.0066640377044677734, 1
55801, 0.0069026947021484375, 1
55901, 0.007588863372802734, 1
56001, 0.007687091827392578, 1
56101, 0.009429931640625, 1
56201, 0.006433725357055664, 1
56301, 0.006526947021484375, 1
56401, 0.0064771175384521484, 1
56501, 0.008027076721191406, 1
56601, 0.006348133087158203, 1
56701, 0.0074920654296875, 1
56801, 0.009378194808959961, 1
56901, 0.006704092025756836, 1
57001, 0.006494998931884766, 1
57101, 0.006762981414794922, 1
57201, 0.007886171340942383, 1
57301, 0.007658958435058594, 1
57401, 0.006259918212890625, 1
57501, 0.009944677352905273, 1
57601, 0.006613969802856445, 1
57701, 0.007805824279785156, 1
57801, 0.008307933807373047, 1
57901, 0.008210182189941406, 1
58001, 0.006706953048706055, 1
58101, 0.009954690933227539, 1
58201, 0.006556034088134766, 1
58301, 0.006531715393066406, 1
58401, 0.007921934127807617, 1
58501, 0.006811857223510742, 1
58601, 0.008266925811767578, 1
58701, 0.006201267242431641, 1
58801, 0.0099639892578125, 1
58901, 0.006544828414916992, 1
59001, 0.006525278091430664, 1
59101, 0.008050918579101562, 1
59201, 0.007962226867675781, 1
59301, 0.006269216537475586, 1
59401, 0.00847005844116211, 1
59501, 0.007522106170654297, 1
59601, 0.006845235824584961, 1
59701, 0.008354663848876953, 1
59801, 0.006723880767822266, 1
59901, 0.007890939712524414, 1
60001, 0.006263256072998047, 1
60101, 0.009613037109375, 1
60201, 0.0066111087799072266, 1
60301, 0.0070340633392333984, 1
60401, 0.00785207748413086, 1
60501, 0.007951021194458008, 1
60601, 0.00639796257019043, 1
60701, 0.00644993782043457, 1
60801, 0.009567022323608398, 1
60901, 0.006346940994262695, 1
61001, 0.008178949356079102, 1
61101, 0.006750345230102539, 1
61201, 0.007339954376220703, 1
61301, 0.006320953369140625, 1
61401, 0.0067179203033447266, 1
61501, 0.009419918060302734, 1
61601, 0.006515979766845703, 1
61701, 0.008278846740722656, 1
61801, 0.007844924926757812, 1
61901, 0.00925898551940918, 1
62001, 0.006620883941650391, 1
62101, 0.006588935852050781, 1
62201, 0.006453037261962891, 1
62301, 0.008381843566894531, 1
62401, 0.006428956985473633, 1
62501, 0.010623931884765625, 1
62601, 0.007384061813354492, 1
62701, 0.006577253341674805, 1
62801, 0.006678104400634766, 1
62901, 0.007155179977416992, 1
63001, 0.007052898406982422, 1
63101, 0.008307933807373047, 1
63201, 0.009414911270141602, 1
63301, 0.006534099578857422, 1
63401, 0.006580829620361328, 1
63501, 0.006432056427001953, 1
63601, 0.007827997207641602, 1
63701, 0.006613016128540039, 1
63801, 0.007896184921264648, 1
63901, 0.009594917297363281, 1
64001, 0.006799221038818359, 1
64101, 0.006371974945068359, 1
64201, 0.00658416748046875, 1
64301, 0.008148908615112305, 1
64401, 0.008033990859985352, 1
64501, 0.00847315788269043, 1
64601, 0.0076258182525634766, 1
64701, 0.006635904312133789, 1
64801, 0.00657200813293457, 1
64901, 0.007829904556274414, 1
65001, 0.006456136703491211, 1
65101, 0.008028030395507812, 1
65201, 0.009483098983764648, 1
65301, 0.006578207015991211, 1
65401, 0.006669044494628906, 1
65501, 0.006619930267333984, 1
65601, 0.007671833038330078, 1
65701, 0.008287906646728516, 1
65801, 0.006279945373535156, 1
65901, 0.009189128875732422, 1
66001, 0.006348133087158203, 1
66101, 0.006585121154785156, 1
66201, 0.008081197738647461, 1
66301, 0.006405830383300781, 1
66401, 0.008102893829345703, 1
66501, 0.008018970489501953, 1
66601, 0.007756233215332031, 1
66701, 0.006559133529663086, 1
66801, 0.006916999816894531, 1
66901, 0.008026123046875, 1
67001, 0.008358955383300781, 1
67101, 0.006321907043457031, 1
67201, 0.009665966033935547, 1
67301, 0.00636601448059082, 1
67401, 0.0065500736236572266, 1
67501, 0.008650064468383789, 1
67601, 0.0066297054290771484, 1
67701, 0.007824897766113281, 1
67801, 0.006291389465332031, 1
67901, 0.010244131088256836, 1
68001, 0.006383180618286133, 1
68101, 0.008487224578857422, 1
68201, 0.006892204284667969, 1
68301, 0.00792694091796875, 1
68401, 0.006285190582275391, 1
68501, 0.009382009506225586, 1
68601, 0.006356000900268555, 1
68701, 0.0066831111907958984, 1
68801, 0.008147001266479492, 1
68901, 0.007850885391235352, 1
69001, 0.0063931941986083984, 1
69101, 0.006195068359375, 1
69201, 0.009603738784790039, 1
69301, 0.006582975387573242, 1
69401, 0.007292032241821289, 1
69501, 0.007597923278808594, 1
69601, 0.011131048202514648, 1
69701, 0.006455898284912109, 1
69801, 0.006391048431396484, 1
69901, 0.006611824035644531, 1
70001, 0.006585121154785156, 1
70101, 0.007691621780395508, 1
70201, 0.0077779293060302734, 1
70301, 0.00966787338256836, 1
70401, 0.006467103958129883, 1
70501, 0.006386756896972656, 1
70601, 0.006412029266357422, 1
70701, 0.008581161499023438, 1
70801, 0.006588935852050781, 1
70901, 0.00825810432434082, 1
71001, 0.009631872177124023, 1
71101, 0.00661778450012207, 1
71201, 0.006464958190917969, 1
71301, 0.007507801055908203, 1
71401, 0.007800102233886719, 1
71501, 0.008234024047851562, 1
71601, 0.01011204719543457, 1
71701, 0.006641864776611328, 1
71801, 0.006464958190917969, 1
71901, 0.006517171859741211, 1
72001, 0.007820844650268555, 1
72101, 0.00797724723815918, 1
72201, 0.006543874740600586, 1
72301, 0.010087251663208008, 1
72401, 0.006558895111083984, 1
72501, 0.006674051284790039, 1
72601, 0.007758140563964844, 1
72701, 0.0066449642181396484, 1
72801, 0.007745027542114258, 1
72901, 0.008717060089111328, 1
73001, 0.007258892059326172, 1
73101, 0.0066890716552734375, 1
73201, 0.00651860237121582, 1
73301, 0.008012056350708008, 1
73401, 0.007942914962768555, 1
73501, 0.006302833557128906, 1
73601, 0.009590864181518555, 1
73701, 0.006592988967895508, 1
73801, 0.006430149078369141, 1
73901, 0.008376121520996094, 1
74001, 0.006430149078369141, 1
74101, 0.008269786834716797, 1
74201, 0.006478071212768555, 1
74301, 0.009604215621948242, 1
74401, 0.0064280033111572266, 1
74501, 0.006582975387573242, 1
74601, 0.007851123809814453, 1
74701, 0.008010149002075195, 1
74801, 0.00642085075378418, 1
74901, 0.008545160293579102, 1
75001, 0.0076138973236083984, 1
75101, 0.006663084030151367, 1
75201, 0.00809621810913086, 1
75301, 0.0068700313568115234, 1
75401, 0.008330821990966797, 1
75501, 0.006392955780029297, 1
75601, 0.009692907333374023, 1
75701, 0.006755828857421875, 1
75801, 0.006412982940673828, 1
75901, 0.008026123046875, 1
76001, 0.008159160614013672, 1
76101, 0.006360054016113281, 1
76201, 0.006318807601928711, 1
76301, 0.009522199630737305, 1
76401, 0.006471157073974609, 1
76501, 0.008133888244628906, 1
76601, 0.006557941436767578, 1
76701, 0.008008003234863281, 1
76801, 0.0062940120697021484, 1
76901, 0.009098052978515625, 1
77001, 0.0070650577545166016, 1
77101, 0.0070230960845947266, 1
77201, 0.007546901702880859, 1
77301, 0.011255979537963867, 1
77401, 0.007033824920654297, 1
77501, 0.006586790084838867, 1
77601, 0.006425142288208008, 1
77701, 0.006916046142578125, 1
77801, 0.007848024368286133, 1
77901, 0.008162975311279297, 1
78001, 0.009660005569458008, 1
78101, 0.006491899490356445, 1
78201, 0.0065670013427734375, 1
78301, 0.006448984146118164, 1
78401, 0.007234096527099609, 1
78501, 0.006854057312011719, 1
78601, 0.00824880599975586, 1
78701, 0.009698152542114258, 1
78801, 0.00661468505859375, 1
78901, 0.006582975387573242, 1
79001, 0.006654024124145508, 1
79101, 0.007843732833862305, 1
79201, 0.006621837615966797, 1
79301, 0.009633064270019531, 1
79401, 0.008224010467529297, 1
79501, 0.0065097808837890625, 1
79601, 0.006745815277099609, 1
79701, 0.012347936630249023, 1
79801, 0.008503913879394531, 1
79901, 0.008810043334960938, 1
80001, 0.00767827033996582, 1
80101, 0.006763935089111328, 1
80201, 0.006826877593994141, 1
80301, 0.008339881896972656, 1
80401, 0.008002042770385742, 1
80501, 0.006333112716674805, 1
80601, 0.009768962860107422, 1
80701, 0.00652313232421875, 1
80801, 0.006740093231201172, 1
80901, 0.007898092269897461, 1
81001, 0.006690025329589844, 1
81101, 0.008070230484008789, 1
81201, 0.007753849029541016, 1
81301, 0.008186101913452148, 1
81401, 0.006394863128662109, 1
81501, 0.006833076477050781, 1
81601, 0.006505250930786133, 1
81701, 0.008805990219116211, 1
81801, 0.007392168045043945, 1
81901, 0.011115789413452148, 1
82001, 0.006563901901245117, 1
82101, 0.0066220760345458984, 1
82201, 0.006549835205078125, 1
82301, 0.007048130035400391, 1
82401, 0.007334232330322266, 1
82501, 0.008231163024902344, 1
82601, 0.009516716003417969, 1
82701, 0.006737947463989258, 1
82801, 0.006572723388671875, 1
82901, 0.006493091583251953, 1
83001, 0.007830142974853516, 1
83101, 0.006350040435791016, 1
83201, 0.01084280014038086, 1
83301, 0.006541013717651367, 1
83401, 0.006500959396362305, 1
83501, 0.00665593147277832, 1
83601, 0.0072879791259765625, 1
83701, 0.007187843322753906, 1
83801, 0.008130073547363281, 1
83901, 0.01016092300415039, 1
84001, 0.006574153900146484, 1
84101, 0.007860898971557617, 1
84201, 0.0068149566650390625, 1
84301, 0.0076999664306640625, 1
84401, 0.008647918701171875, 1
84501, 0.009950876235961914, 1
84601, 0.006391048431396484, 1
84701, 0.006638050079345703, 1
84801, 0.006721973419189453, 1
84901, 0.007912874221801758, 1
85001, 0.008758068084716797, 1
85101, 0.006285667419433594, 1
85201, 0.009851932525634766, 1
85301, 0.006620883941650391, 1
85401, 0.006674051284790039, 1
85501, 0.008155107498168945, 1
85601, 0.006487846374511719, 1
85701, 0.0080108642578125, 1
85801, 0.009369134902954102, 1
85901, 0.006795167922973633, 1
86001, 0.006947040557861328, 1
86101, 0.007587909698486328, 1
86201, 0.0071277618408203125, 1
86301, 0.008273839950561523, 1
86401, 0.0064239501953125, 1
86501, 0.009593963623046875, 1
86601, 0.0066606998443603516, 1
86701, 0.0066030025482177734, 1
86801, 0.008121252059936523, 1
86901, 0.00791311264038086, 1
