size, constr_time, search_time
4050, 6.40550684928894, 0.0025169849395751953
4080, 6.768496036529541, 0.0025589466094970703
4110, 7.121798992156982, 0.0027420520782470703
4140, 6.6282079219818115, 0.0028378963470458984
4170, 7.225600004196167, 0.002819061279296875
4200, 7.2578489780426025, 0.002858877182006836
4230, 7.336319923400879, 0.0028429031372070312
4260, 7.516406059265137, 0.002836942672729492
4290, 7.333544015884399, 0.0028150081634521484
4320, 7.812965154647827, 0.0029230117797851562
4350, 7.615673303604126, 0.0031228065490722656
4380, 8.075784921646118, 0.0030591487884521484
4410, 7.980799913406372, 0.0032682418823242188
4440, 8.260346174240112, 0.0029382705688476562
4470, 8.448175191879272, 0.0030336380004882812
4500, 8.499977111816406, 0.003020048141479492
4530, 8.354161977767944, 0.003131866455078125
4560, 8.916820049285889, 0.0030448436737060547
4590, 8.513397932052612, 0.003047943115234375
4620, 9.1235511302948, 0.003227710723876953
4650, 8.8245370388031, 0.0031480789184570312
4680, 9.078187942504883, 0.003726959228515625
4710, 9.26882791519165, 0.003153085708618164
4740, 9.484178066253662, 0.003384828567504883
4770, 9.710649251937866, 0.0032927989959716797
4800, 9.88473391532898, 0.0034241676330566406



