size, constr_time, search_time
0, 6.079673767089844e-05, 2.09808349609375e-05
30, 0.0004229545593261719, 2.288818359375e-05
60, 0.004842996597290039, 4.1961669921875e-05
90, 0.0016798973083496094, 4.291534423828125e-05
120, 0.002682924270629883, 4.792213439941406e-05
150, 0.003874063491821289, 6.604194641113281e-05
180, 0.00621795654296875, 0.00021076202392578125
210, 0.010256767272949219, 9.012222290039062e-05
240, 0.01353907585144043, 0.0001010894775390625
270, 0.016011953353881836, 0.0001201629638671875
300, 0.019001245498657227, 0.00011992454528808594
330, 0.025803089141845703, 0.0007510185241699219
360, 0.03549385070800781, 0.00016999244689941406
390, 0.03607821464538574, 0.00017213821411132812
420, 0.03760504722595215, 0.00018095970153808594
450, 0.047653913497924805, 0.000202178955078125
480, 0.04548311233520508, 0.00025200843811035156
510, 0.05975794792175293, 0.00023794174194335938
540, 0.05558300018310547, 0.00024080276489257812
570, 0.06903219223022461, 0.0002551078796386719
600, 0.0649569034576416, 0.00026702880859375
630, 0.0984809398651123, 0.0003199577331542969
660, 0.10594582557678223, 0.0003018379211425781
690, 0.10258293151855469, 0.00033020973205566406
720, 0.11818122863769531, 0.00033593177795410156
750, 0.13264107704162598, 0.0011839866638183594
780, 0.14354825019836426, 0.00042510032653808594
810, 0.13611435890197754, 0.0003790855407714844
840, 0.14312124252319336, 0.00043511390686035156
870, 0.19342684745788574, 0.00046515464782714844
900, 0.17196202278137207, 0.0004181861877441406
930, 0.212738037109375, 0.0007598400115966797
960, 0.22180795669555664, 0.00045609474182128906
990, 0.20774507522583008, 0.0005152225494384766
1020, 0.25876903533935547, 0.0005161762237548828
1050, 0.265869140625, 0.0006220340728759766
1080, 0.27951478958129883, 0.0005619525909423828
1110, 0.2740969657897949, 0.0006210803985595703
1140, 0.34401988983154297, 0.0005729198455810547
1170, 0.34171104431152344, 0.0005950927734375
1200, 0.3807511329650879, 0.0012509822845458984
1230, 0.35782408714294434, 0.0006079673767089844
1260, 0.38362908363342285, 0.0006542205810546875
1290, 0.43097901344299316, 0.0006358623504638672
1320, 0.5102460384368896, 0.0023810863494873047
1350, 0.5180501937866211, 0.0008499622344970703
1380, 0.5078330039978027, 0.0014100074768066406
1410, 0.601917028427124, 0.0017390251159667969
1440, 0.6334130764007568, 0.0009868144989013672
1470, 0.709348201751709, 0.0008451938629150391
1500, 0.7324140071868896, 0.0008728504180908203
1530, 0.73164963722229, 0.0009360313415527344
1560, 0.7498817443847656, 0.000926971435546875
1590, 0.7997398376464844, 0.0009679794311523438
1620, 0.8566138744354248, 0.000972747802734375
1650, 0.8744421005249023, 0.0010461807250976562
1680, 0.9515089988708496, 0.001050710678100586
1710, 0.8977248668670654, 0.0011172294616699219
1740, 1.0605998039245605, 0.0010786056518554688
1770, 1.0773651599884033, 0.0010828971862792969
1800, 1.1222872734069824, 0.0012989044189453125
1830, 1.1162123680114746, 0.0011088848114013672
1860, 1.1239550113677979, 0.0010988712310791016
1890, 1.2045021057128906, 0.0012161731719970703
1920, 1.2446870803833008, 0.0019707679748535156
1950, 1.306246042251587, 0.0012061595916748047
1980, 1.4279789924621582, 0.0013518333435058594
2010, 1.3359589576721191, 0.001249074935913086
2040, 1.4927260875701904, 0.0011928081512451172
2070, 1.494553804397583, 0.0012278556823730469
2100, 1.5167789459228516, 0.0014309883117675781
2130, 1.5490329265594482, 0.0013241767883300781
2160, 1.7433719635009766, 0.0012848377227783203
2190, 1.7498528957366943, 0.0012791156768798828
2220, 1.787959098815918, 0.0012898445129394531
2250, 1.8512470722198486, 0.0015790462493896484
2280, 1.9442360401153564, 0.0016140937805175781
2310, 1.875990867614746, 0.0013968944549560547
2340, 2.0666890144348145, 0.0014488697052001953
2370, 2.0043792724609375, 0.0015521049499511719
2400, 2.1719019412994385, 0.0015521049499511719
2430, 2.110820770263672, 0.001455068588256836
2460, 2.1446611881256104, 0.0015292167663574219
2490, 2.356208086013794, 0.0015749931335449219
2520, 2.3303089141845703, 0.0024640560150146484
2550, 2.294203042984009, 0.0016350746154785156
2580, 2.4956018924713135, 0.001585245132446289
2610, 2.4157068729400635, 0.0016009807586669922
2640, 2.6593470573425293, 0.0017638206481933594
2670, 2.632026195526123, 0.0022249221801757812
2700, 2.652959108352661, 0.0016541481018066406
2730, 2.9475739002227783, 0.0017499923706054688
2760, 2.93021821975708, 0.001683950424194336
2790, 2.875868797302246, 0.0035169124603271484
2820, 3.1205508708953857, 0.0017368793487548828
2850, 3.100277900695801, 0.0018031597137451172
2880, 3.037195920944214, 0.0017840862274169922
2910, 3.1588680744171143, 0.001798868179321289
2940, 3.3382301330566406, 0.0018486976623535156
2970, 3.5609991550445557, 0.001928091049194336
3000, 3.4058148860931396, 0.0019121170043945312
3030, 3.477052927017212, 0.0018701553344726562
3060, 3.7245969772338867, 0.0029730796813964844
3090, 3.4647738933563232, 0.0020661354064941406
3120, 3.8733599185943604, 0.0019440650939941406
3150, 3.959794044494629, 0.0020208358764648438
3180, 3.938267946243286, 0.001979351043701172
3210, 3.7985291481018066, 0.006475687026977539
3240, 4.0403969287872314, 0.002323150634765625
3270, 4.237663984298706, 0.002009868621826172
3300, 4.099063158035278, 0.002137899398803711
3330, 4.329441785812378, 0.002110004425048828
3360, 4.411334037780762, 0.002156972885131836
3390, 4.511358261108398, 0.0023109912872314453
3420, 4.593120098114014, 0.0022280216217041016
3450, 4.650353193283081, 0.0034151077270507812
3480, 4.988842010498047, 0.0025539398193359375
3510, 4.8672990798950195, 0.002377033233642578
3540, 4.913815975189209, 0.0022771358489990234
3570, 5.2332682609558105, 0.0024111270904541016
3600, 5.159722089767456, 0.0029020309448242188
3630, 5.036280155181885, 0.002270936965942383
3660, 5.436374187469482, 0.0027217864990234375
3690, 5.576905250549316, 0.002405881881713867
3720, 5.309221267700195, 0.002376079559326172
3750, 5.420273065567017, 0.006620883941650391
3780, 5.9306440353393555, 0.0032198429107666016
3810, 5.78380274772644, 0.0038902759552001953
3840, 6.0203468799591064, 0.0025069713592529297
3870, 5.871357202529907, 0.0024030208587646484
3900, 6.016283750534058, 0.0024449825286865234
3930, 6.5718748569488525, 0.002593994140625
3960, 6.285706996917725, 0.002452850341796875
3990, 6.118393182754517, 0.004968166351318359
4020, 6.5086829662323, 0.0025110244750976562
