size, constr_time, search_time
0, 3.361701965332031e-05, 1.0013580322265625e-05
150, 0.005715847015380859, 6.389617919921875e-05
300, 0.021575927734375, 0.00035190582275390625
450, 0.04622983932495117, 0.00020813941955566406
600, 0.07917976379394531, 0.00027108192443847656
750, 0.1254749298095703, 0.00036907196044921875
900, 0.19342708587646484, 0.0005710124969482422
1050, 0.2572968006134033, 0.0005288124084472656
1200, 0.38649582862854004, 0.0006868839263916016
1350, 0.4899160861968994, 0.00074005126953125
1500, 0.6408460140228271, 0.0009148120880126953
1650, 0.8689532279968262, 0.0010800361633300781
1800, 1.118407964706421, 0.001110076904296875
1950, 1.2377650737762451, 0.002162933349609375
2100, 1.583672046661377, 0.0011868476867675781
2250, 1.9133968353271484, 0.0017337799072265625
2400, 2.1893081665039062, 0.0015490055084228516
2550, 2.4731500148773193, 0.0035352706909179688
2700, 2.702867269515991, 0.0016357898712158203
2850, 3.245495080947876, 0.0017402172088623047
3000, 3.5381181240081787, 0.0018229484558105469
3150, 3.9538488388061523, 0.0021860599517822266
3300, 4.324631929397583, 0.0044863224029541016
3450, 4.678900957107544, 0.002331256866455078
3600, 5.369423151016235, 0.003482818603515625
3750, 5.751641035079956, 0.002380847930908203
3900, 6.026862144470215, 0.0024046897888183594
4050, 6.924323797225952, 0.002908945083618164
4200, 7.4927332401275635, 0.0029211044311523438
4350, 7.9165308475494385, 0.0031070709228515625
4500, 8.362436056137085, 0.0031337738037109375
4650, 9.1337149143219, 0.003454923629760742
4800, 10.340348958969116, 0.003280162811279297
4800, 9.404409170150757, 0.006364107131958008
4800, 10.365601778030396, 0.003236055374145508
4800, 9.689209938049316, 0.0035021305084228516
4800, 9.938781023025513, 0.0032150745391845703
4800, 9.799962043762207, 0.005514860153198242
4800, 9.495404958724976, 0.003361940383911133
4800, 9.976998090744019, 0.0031960010528564453
4800, 10.116916179656982, 0.003590822219848633
4800, 9.97694706916809, 0.0037229061126708984
4800, 9.7671480178833, 0.003197193145751953
4800, 9.387822151184082, 0.003317117691040039
4800, 9.937643051147461, 0.00462794303894043
4800, 10.233237981796265, 0.005233049392700195
4800, 10.011570930480957, 0.0033111572265625
4800, 9.831101179122925, 0.005873918533325195
4800, 9.457779884338379, 0.00485992431640625
4800, 9.977906942367554, 0.0032939910888671875
4800, 10.069945812225342, 0.003406047821044922
